price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,city,country,id
492000.0,3.0,1.75,2770,39927,1.0,0,0,4,1580,1190,1978,2000,Issaquah,USA,1718
835000.0,4.0,2.75,1550,4000,1.5,0,0,3,1550,0,1930,1997,Seattle,USA,1765
477000.0,3.0,1.75,1780,8085,1.0,0,0,3,1210,570,1976,0,Bothell,USA,2944
343000.0,4.0,2.5,2070,4500,2.0,0,0,3,2070,0,2004,2003,Maple Valley,USA,2004
530000.0,3.0,3.5,2320,3174,2.0,0,0,3,2060,260,1997,0,Kirkland,USA,929
251555.555556,3.0,1.0,1750,7800,1.0,0,0,4,1150,600,1956,0,Burien,USA,4549
160000.0,2.0,1.0,520,22334,1.0,0,0,2,520,0,1951,0,SeaTac,USA,4368
400000.0,4.0,1.75,2670,189486,2.0,0,4,3,2670,0,1972,2002,Auburn,USA,2968
625000.0,3.0,2.5,2600,10092,1.0,0,0,3,2600,0,1984,0,Sammamish,USA,1240
149500.0,3.0,1.0,1010,9450,1.0,0,0,4,1010,0,1959,0,Des Moines,USA,2240
270000.0,3.0,1.5,1890,9450,1.0,0,0,3,1090,800,1957,2000,Burien,USA,1991
462000.0,3.0,1.75,1300,2580,1.0,0,0,5,820,480,1919,1934,Seattle,USA,1287
337000.0,3.0,1.75,1310,12750,1.0,0,0,3,1310,0,1993,0,Renton,USA,3144
329000.0,3.0,1.0,1600,5952,1.0,0,0,4,1150,450,1964,0,Seattle,USA,1373
609000.0,3.0,1.75,1630,1526,3.0,0,0,3,1630,0,2014,0,Seattle,USA,3955
783500.0,3.0,2.5,2850,7130,2.0,0,0,3,1990,860,1980,0,Seattle,USA,71
839900.0,4.0,3.5,3810,13592,1.0,0,1,3,2560,1250,2013,1923,Renton,USA,390
659000.0,4.0,2.0,2090,10800,1.0,0,0,4,2090,0,1951,1999,Mercer Island,USA,3817
375000.0,3.0,1.75,1440,8775,1.0,0,0,3,1440,0,1973,2013,Kirkland,USA,1334
390000.0,3.0,1.75,1260,6500,1.0,0,0,4,1260,0,1966,0,Bellevue,USA,169
475000.0,7.0,3.5,2870,29699,1.0,0,0,3,1520,1350,1961,2004,Seattle,USA,743
456000.0,4.0,1.75,1670,9886,1.0,0,0,5,1670,0,1947,0,Seattle,USA,1994
405000.0,5.0,2.5,2430,4781,2.0,0,0,3,2430,0,2001,0,Renton,USA,951
1135000.0,6.0,4.25,6900,244716,2.0,0,0,4,4820,2080,2002,0,Woodinville,USA,2967
136500.0,3.0,1.5,1420,8580,1.0,0,0,3,1420,0,1962,2003,Federal Way,USA,190
650880.0,3.0,2.5,2930,6050,2.0,0,0,3,2930,0,2008,0,Snoqualmie,USA,1590
193000.0,3.0,1.5,2200,5000,1.5,0,0,3,2200,0,1932,0,Seattle,USA,4402
185000.0,3.0,1.0,1840,8100,1.0,0,0,4,920,920,1953,1983,Burien,USA,2044
384900.0,5.0,2.5,3090,12750,1.0,0,0,3,1750,1340,1968,1997,Federal Way,USA,97
734950.0,4.0,3.25,4280,47179,2.0,0,0,3,3050,1230,2002,0,Auburn,USA,4252
431500.0,3.0,3.5,1900,1612,2.0,0,0,3,1430,470,2008,0,Seattle,USA,1183
660000.0,3.0,1.75,1320,5750,1.5,0,0,5,1320,0,1918,0,Seattle,USA,368
574950.0,5.0,3.25,3160,10000,2.0,0,0,4,3160,0,1980,0,Issaquah,USA,2784
509900.0,3.0,2.5,3030,9053,2.0,0,0,3,3030,0,2009,0,Renton,USA,4044
409950.0,2.0,1.75,1370,5125,1.0,0,0,5,1370,0,1944,0,Seattle,USA,1793
235000.0,1.0,1.5,1170,1456,2.0,0,0,3,1070,100,2007,0,Seattle,USA,3605
530000.0,3.0,1.75,1550,3680,1.0,0,0,3,1050,500,1927,2011,Seattle,USA,2319
255000.0,3.0,1.5,1060,9039,1.0,0,0,3,1060,0,1973,2013,Renton,USA,1093
253000.0,3.0,1.5,880,6600,1.0,0,0,5,880,0,1945,0,Seattle,USA,2700
285000.0,2.0,2.5,1380,1073,2.0,0,0,3,1140,240,2011,0,Seattle,USA,1667
826000.0,4.0,2.5,3060,7140,2.0,0,0,3,3060,0,2006,0,Issaquah,USA,3405
615000.0,2.0,1.0,1540,6872,1.0,0,0,4,820,720,1946,1989,Seattle,USA,316
210000.0,5.0,2.0,2050,10200,1.0,0,0,3,1430,620,1956,2001,Des Moines,USA,132
495000.0,3.0,1.75,1440,11787,1.0,0,0,3,1440,0,1983,2009,Sammamish,USA,3459
640000.0,2.0,1.75,1760,4400,1.0,0,0,4,880,880,1930,0,Seattle,USA,2943
209950.0,3.0,1.5,1380,11130,1.0,0,0,3,1380,0,1960,2012,Federal Way,USA,299
759950.0,3.0,2.5,3100,23790,2.0,0,0,3,3100,0,2002,0,Sammamish,USA,2573
295000.0,4.0,2.0,980,10640,1.0,0,0,5,980,0,1978,0,North Bend,USA,1180
167500.0,1.0,1.0,690,1950,1.0,0,0,3,690,0,1928,1954,Seattle,USA,4556
465000.0,3.0,1.5,1270,5112,1.0,0,0,3,1270,0,1950,2005,Seattle,USA,616
880000.0,4.0,2.5,3030,3841,3.0,0,0,3,3030,0,2005,0,Seattle,USA,3174
619420.0,4.0,2.75,2450,14803,2.0,0,0,4,2450,0,1988,0,Newcastle,USA,1059
490000.0,2.0,1.0,880,6380,1.0,0,0,3,880,0,1938,1994,Seattle,USA,5
925000.0,4.0,3.0,3580,35261,1.5,0,0,3,3580,0,1985,0,Woodinville,USA,3194
673476.818182,4.0,2.5,1820,20011,2.0,0,0,3,1820,0,1987,2000,Sammamish,USA,4565
447000.0,2.0,1.0,1320,8380,1.0,0,0,3,1320,0,1953,0,Seattle,USA,3540
667781.25,5.0,2.75,3040,10257,2.0,0,0,3,3040,0,1993,0,Bellevue,USA,4446
507500.0,3.0,1.75,1990,9594,1.0,0,0,3,1190,800,1977,2004,Redmond,USA,3728
970000.0,3.0,2.25,3060,9950,1.5,0,2,4,1810,1250,1930,0,Seattle,USA,3243
309487.5,3.0,2.5,2260,19821,2.0,0,0,3,2260,0,1994,0,Renton,USA,4437
773000.0,3.0,2.75,2470,3600,2.0,0,0,3,2470,0,2007,0,Issaquah,USA,703
347500.0,4.0,2.5,2460,7350,2.0,0,0,3,2460,0,1989,0,Federal Way,USA,369
1550000.0,3.0,2.5,4460,26027,2.0,0,0,3,4460,0,1992,0,Kirkland,USA,1128
784000.0,3.0,3.5,3950,111078,1.5,0,0,3,2460,1490,1989,0,Redmond,USA,2358
439000.0,4.0,2.0,1560,7500,1.0,0,0,4,1560,0,1968,0,Kirkland,USA,4293
1309500.0,4.0,4.5,4750,13912,2.0,0,2,3,3600,1150,2005,0,Seattle,USA,2841
1370000.0,4.0,2.75,3720,9450,1.0,0,4,5,1960,1760,1962,0,Bellevue,USA,414
950000.0,4.0,2.5,3360,11548,2.0,0,0,3,3360,0,1988,2000,Kirkland,USA,2953
345000.0,3.0,1.0,1110,6250,1.0,0,0,3,1110,0,1956,2001,Seattle,USA,211
320000.0,3.0,2.5,2280,7417,2.0,0,0,3,2280,0,1998,2006,Auburn,USA,3045
280000.0,2.0,1.75,1610,158558,1.5,0,0,2,1610,0,1948,0,Snoqualmie,USA,2155
379000.0,3.0,2.5,1740,30886,2.0,0,0,3,1740,0,1992,0,North Bend,USA,3184
725000.0,5.0,2.5,3210,12000,1.0,0,0,4,1830,1380,1968,0,Bellevue,USA,2491
410000.0,4.0,2.5,2560,4020,2.0,0,0,3,2560,0,2006,0,Maple Valley,USA,4093
600000.0,4.0,2.5,2250,11370,2.0,0,0,3,2250,0,1991,0,Kirkland,USA,4125
1000000.0,3.0,2.5,2730,5832,2.0,0,0,3,2730,0,1998,2006,Bellevue,USA,1687
599950.0,3.0,2.5,2660,4975,2.0,0,0,3,2660,0,2014,0,Seattle,USA,940
245100.0,3.0,1.75,1300,7958,1.0,0,0,3,1300,0,1996,0,Auburn,USA,1451
362500.0,4.0,1.75,1450,8450,1.0,0,0,3,1450,0,1960,2012,Issaquah,USA,3250
835000.0,3.0,3.0,2790,12523,2.0,1,4,4,1600,1190,1977,0,Des Moines,USA,2411
302000.0,4.0,1.75,2020,7865,1.0,0,0,4,1010,1010,1963,0,Renton,USA,713
237481.25,3.0,2.0,2120,7560,1.0,0,0,3,2120,0,1991,0,Renton,USA,4439
542500.0,5.0,3.25,3010,1074218,1.5,0,0,5,2010,1000,1931,0,Issaquah,USA,1078
230000.0,3.0,1.75,1400,6956,1.0,0,0,4,1400,0,1957,2001,Kent,USA,4343
455000.0,2.0,1.5,1200,1259,2.0,0,0,3,1000,200,2013,1923,Seattle,USA,3214
695000.0,3.0,2.5,2620,51354,2.0,0,0,3,2620,0,1998,2006,Woodinville,USA,3732
530000.0,4.0,2.75,2280,2850,1.5,0,0,4,1540,740,1930,0,Seattle,USA,361
436000.0,2.0,1.0,790,6600,1.0,0,0,3,790,0,1949,1998,Seattle,USA,2875
600000.0,5.0,2.0,2190,9072,1.0,0,0,5,1110,1080,1965,0,Redmond,USA,3858
239950.0,3.0,1.75,1670,6900,1.0,0,0,3,1170,500,1978,0,Federal Way,USA,2774
720000.0,3.0,2.5,3150,151588,2.0,0,0,3,3150,0,2007,0,Fall City,USA,779
327500.0,3.0,2.25,2310,7200,2.0,0,0,3,2310,0,1990,2009,Kent,USA,3653
885000.0,4.0,2.75,2730,3560,1.5,0,0,3,1550,1180,1921,2007,Seattle,USA,890
350000.0,3.0,1.0,1010,11244,1.0,0,0,4,1010,0,1947,1988,Shoreline,USA,1270
248000.0,4.0,3.5,1850,6519,2.0,0,0,3,1130,720,1986,0,Federal Way,USA,796
282766.666667,4.0,2.0,1700,8640,1.0,0,0,3,850,850,1955,2010,Bellevue,USA,4583
399500.0,4.0,1.75,1360,4840,1.5,0,0,4,1360,0,1928,0,Seattle,USA,4134
335950.0,2.0,1.5,800,5192,1.0,0,0,5,800,0,1951,0,Seattle,USA,3991
545000.0,3.0,2.5,2180,15693,1.0,0,0,4,1850,330,1979,0,Sammamish,USA,2324
156000.0,3.0,1.0,970,8580,1.0,0,0,3,970,0,1959,1989,Federal Way,USA,519
280000.0,3.0,2.5,1860,6607,2.0,0,0,3,1860,0,1989,0,Federal Way,USA,2278
420000.0,5.0,3.0,2630,3149,2.0,0,0,3,1670,960,2013,1923,Renton,USA,3012
271310.0,2.0,1.0,870,5340,1.5,0,0,2,870,0,1906,0,Seattle,USA,936
716500.0,4.0,2.5,3290,6465,2.0,0,0,3,3290,0,2002,0,Sammamish,USA,351
235000.0,3.0,1.75,1840,9697,1.0,0,0,4,1500,340,1985,0,Kent,USA,2382
437000.0,3.0,1.75,1310,9282,1.0,0,0,4,1310,0,1976,1992,Redmond,USA,365
930000.0,4.0,2.5,2200,4000,2.0,0,0,5,1430,770,1908,0,Seattle,USA,1742
500324.0,3.0,2.5,2280,2289,2.0,0,0,3,1880,400,2006,0,Issaquah,USA,4364
252980.0,4.0,2.5,2530,8169,2.0,0,0,3,2530,0,1993,0,Federal Way,USA,4592
350000.0,5.0,1.75,2330,14322,1.0,0,0,4,1180,1150,1968,0,Renton,USA,3549
335000.0,3.0,1.0,1060,10050,1.0,0,0,4,1060,0,1967,0,Kenmore,USA,1015
299800.0,2.0,1.0,790,5240,1.0,0,0,4,790,0,1925,1968,Seattle,USA,1081
256750.0,3.0,2.5,1990,8991,1.0,0,0,3,1570,420,1969,2010,Kent,USA,1087
585000.0,4.0,2.5,2840,11044,2.0,0,0,3,2840,0,2001,0,Kirkland,USA,2905
450000.0,3.0,1.75,1640,13500,1.0,0,0,3,1110,530,1940,1996,Seattle,USA,2088
215000.0,3.0,1.0,1160,10384,1.0,0,0,4,1160,0,1969,0,Maple Valley,USA,744
740000.0,4.0,2.5,3430,10157,2.0,0,0,3,3430,0,2000,0,Kirkland,USA,686
890000.0,4.0,2.75,2310,4020,3.0,0,0,5,2310,0,1979,0,Seattle,USA,4127
966000.0,5.0,4.5,3810,8019,2.0,0,0,3,3810,0,2008,0,Sammamish,USA,677
453000.0,3.0,2.0,1660,15050,1.0,0,0,3,1260,400,1983,2009,Kirkland,USA,3815
1095000.0,0.0,0.0,3064,4764,3.5,0,2,3,3064,0,1990,2009,Seattle,USA,2365
412500.0,3.0,1.5,1490,8475,1.0,0,0,4,1490,0,1963,0,Redmond,USA,725
640000.0,3.0,1.75,1620,6000,1.0,0,0,5,1040,580,1947,0,Seattle,USA,3369
250000.0,1.0,1.0,800,16306,1.0,0,0,2,680,120,1931,0,Seattle,USA,2966
695000.0,3.0,2.5,2390,4555,2.0,0,0,3,2390,0,2006,0,Sammamish,USA,1536
0.0,2.0,1.5,1520,8040,1.0,0,0,5,1520,0,1951,0,Seattle,USA,4555
355000.0,3.0,2.5,2110,4038,2.0,0,0,4,2110,0,1989,0,Kent,USA,4299
550000.0,3.0,2.5,2510,5400,2.0,0,0,3,2510,0,1992,0,Renton,USA,1235
0.0,4.0,3.75,4060,19290,2.0,0,0,3,4060,0,2002,0,Sammamish,USA,4472
439333.333333,3.0,3.5,3020,4082,2.0,0,0,3,2080,940,1954,2004,Seattle,USA,4359
700000.0,3.0,2.0,2080,3880,1.0,0,0,5,1160,920,1954,0,Seattle,USA,2189
2065000.0,4.0,3.75,4350,7965,2.0,0,0,3,4350,0,2013,1923,Bellevue,USA,3699
598000.0,4.0,2.5,3130,40918,2.0,0,0,3,3130,0,1994,0,North Bend,USA,3618
149000.0,3.0,1.0,1700,8645,1.0,0,0,3,1700,0,1955,2005,Seattle,USA,1236
688000.0,3.0,3.0,3450,16200,2.0,0,0,3,3450,0,1983,2009,Sammamish,USA,2791
1320000.0,4.0,3.5,4410,36200,2.0,0,0,3,4410,0,1989,0,Bellevue,USA,3002
953007.0,4.0,3.5,3120,5086,2.0,0,0,3,2480,640,2008,0,Seattle,USA,1037
744000.0,3.0,2.5,2670,12187,2.0,0,0,3,2670,0,1986,0,Redmond,USA,2027
588000.0,4.0,2.0,1680,5000,1.0,0,0,3,980,700,1950,2005,Seattle,USA,2275
445000.0,3.0,1.0,1050,5664,1.0,0,0,4,910,140,1947,1988,Seattle,USA,2378
925000.0,5.0,5.5,5190,12637,2.0,0,2,3,5190,0,2001,0,Snoqualmie,USA,3770
340000.0,3.0,2.5,2480,6112,2.0,0,0,3,2480,0,2004,2003,Renton,USA,2865
700000.0,4.0,2.5,2770,5686,2.0,0,0,3,2770,0,2004,2003,Sammamish,USA,3327
557000.0,4.0,2.5,2840,4500,2.0,0,0,3,2840,0,2012,1912,Kenmore,USA,458
660000.0,3.0,2.25,2675,40910,2.0,0,0,3,2675,0,1984,0,Sammamish,USA,1652
193000.0,3.0,1.5,1180,9048,1.0,0,0,3,1180,0,1960,2012,Burien,USA,1754
480000.0,4.0,2.75,2050,3960,1.0,0,0,4,1180,870,1986,0,Seattle,USA,955
477000.0,3.0,2.5,1350,2053,3.0,0,0,3,1350,0,2005,0,Seattle,USA,924
300000.0,2.0,1.0,750,5120,1.0,0,0,4,750,0,1941,1998,Seattle,USA,3228
700000.0,3.0,2.5,2490,23891,2.0,0,0,3,2490,0,1993,0,Redmond,USA,3830
720500.0,4.0,2.5,3350,35298,2.0,0,0,4,3350,0,1985,0,Redmond,USA,4172
810000.0,3.0,1.5,1520,9041,1.0,0,0,4,1520,0,1954,1979,Bellevue,USA,3903
1039000.0,4.0,1.0,3410,5000,2.0,0,0,5,2190,1220,1910,0,Seattle,USA,338
515000.0,4.0,2.5,2680,7178,2.0,0,0,3,2680,0,2004,2003,Snoqualmie,USA,1507
155000.0,2.0,1.0,910,6232,1.0,0,0,3,910,0,1943,2002,Seattle,USA,574
550000.0,4.0,2.75,2160,5005,1.0,0,0,3,1430,730,1987,2000,Seattle,USA,3853
650000.0,4.0,2.5,3040,6587,2.0,0,0,3,3040,0,2003,0,Redmond,USA,2916
349950.0,3.0,1.0,1400,7066,1.0,0,0,3,1400,0,1957,2000,Seattle,USA,719
655000.0,4.0,2.5,2860,12394,2.0,0,0,3,2860,0,1999,0,Sammamish,USA,1195
569000.0,3.0,3.25,2220,8227,1.5,0,0,5,1770,450,1929,0,Seattle,USA,4179
175000.0,3.0,1.75,1230,13056,1.0,0,0,4,1230,0,1962,0,Auburn,USA,1074
375000.0,3.0,2.5,1830,13042,2.0,0,0,3,1830,0,1990,2009,Maple Valley,USA,305
450000.0,3.0,1.75,1400,13775,1.0,0,0,3,1400,0,1963,2008,Kenmore,USA,3736
237000.0,3.0,1.0,1300,8160,1.0,0,0,4,1300,0,1960,2001,Renton,USA,2985
375000.0,4.0,1.75,2200,7475,1.0,0,0,5,1100,1100,1955,0,Seattle,USA,1834
418000.0,4.0,1.5,1220,10580,1.0,0,0,3,1220,0,1965,1993,Bellevue,USA,2570
388000.0,4.0,2.5,2440,7155,2.0,0,0,3,2440,0,1993,0,Renton,USA,1288
926300.0,3.0,1.5,1660,4800,2.0,0,0,3,1660,0,1907,1983,Seattle,USA,1150
790000.0,5.0,3.25,2900,12160,1.0,0,0,4,1890,1010,1967,0,Bellevue,USA,1553
424500.0,3.0,1.75,1460,7700,1.0,0,0,3,1460,0,1979,2014,Redmond,USA,376
460000.0,4.0,2.5,2110,35091,1.0,0,0,4,1290,820,1985,0,Issaquah,USA,3536
275000.0,3.0,1.0,1200,7800,1.0,0,0,4,1200,0,1954,1979,Seattle,USA,4199
870000.0,4.0,3.0,3040,36246,1.5,0,0,3,2680,360,1923,2014,Sammamish,USA,3978
198000.0,4.0,1.75,2080,7200,1.0,0,0,4,1050,1030,1966,0,Auburn,USA,3908
278500.0,4.0,2.25,1940,6206,2.0,0,0,3,1940,0,1990,2009,Federal Way,USA,4332
255000.0,3.0,2.5,1720,6194,2.0,0,0,3,1720,0,1998,2006,Auburn,USA,3562
345000.0,2.0,1.5,1800,26615,1.0,0,0,5,1240,560,1987,0,Auburn,USA,2464
570000.0,2.0,1.75,1540,4025,1.0,0,0,4,1190,350,1908,0,Seattle,USA,963
380000.0,3.0,1.75,1690,1468,2.0,0,0,3,1380,310,2008,0,Seattle,USA,1032
320000.0,2.0,1.0,950,5316,1.0,0,2,3,950,0,1948,1994,Seattle,USA,3423
589900.0,2.0,3.0,3160,66646,2.0,0,0,3,3160,0,1993,0,Woodinville,USA,4310
258000.0,3.0,1.0,1490,7435,1.0,0,0,3,1120,370,1969,2010,Des Moines,USA,3213
446000.0,4.0,2.25,2270,7800,1.0,0,0,3,1290,980,1977,2004,Kirkland,USA,793
285000.0,2.0,1.0,800,6240,1.0,0,0,3,800,0,1954,2005,Seattle,USA,1501
602500.0,4.0,2.5,2760,6850,2.0,0,0,3,2760,0,1999,0,Newcastle,USA,1572
400000.0,3.0,2.5,2180,7508,1.0,0,0,4,1420,760,1962,0,Shoreline,USA,3276
232603.0,3.0,1.75,1750,11461,2.0,0,0,4,1750,0,1976,1992,Auburn,USA,2907
495000.0,5.0,3.0,2440,4750,1.0,0,0,3,1450,990,2006,0,Seattle,USA,1948
546000.0,3.0,1.75,2000,5000,1.0,0,0,4,1110,890,1921,0,Seattle,USA,628
580000.0,4.0,2.5,2840,6268,2.0,0,0,3,2840,0,1998,2006,Kenmore,USA,422
559950.0,2.0,2.0,1870,4950,1.0,0,0,3,1870,0,2006,0,Redmond,USA,330
325000.0,3.0,2.5,2070,8337,2.0,0,0,3,2070,0,1997,0,Kent,USA,2484
299000.0,3.0,1.0,1390,9624,1.5,0,0,4,1390,0,1954,1979,Shoreline,USA,1495
431000.0,4.0,2.5,2300,6087,2.0,0,0,3,2300,0,2001,0,Renton,USA,3784
317000.0,3.0,1.0,1160,8813,1.0,0,0,3,1160,0,1952,2008,Seattle,USA,2331
349950.0,3.0,1.0,1060,9525,1.0,0,0,3,1060,0,1966,1963,Redmond,USA,2425
150000.0,3.0,0.75,490,38500,1.5,0,0,4,490,0,1959,0,Skykomish,USA,4184
1050000.0,4.0,3.25,3440,35021,2.0,0,0,3,3440,0,1983,2009,Kirkland,USA,1139
370000.0,3.0,1.75,1570,16817,2.0,0,0,3,1570,0,1982,0,North Bend,USA,4059
1688000.0,4.0,2.5,3000,7500,2.0,0,0,3,3000,0,1937,1994,Seattle,USA,2412
513000.0,4.0,2.75,2020,7070,1.0,0,0,5,1010,1010,1958,0,Seattle,USA,2485
475000.0,3.0,2.25,1580,12177,1.0,0,0,3,1200,380,1981,2013,Sammamish,USA,2486
185000.0,3.0,1.0,1150,8100,1.0,0,0,3,1150,0,1932,0,Seattle,USA,710
363990.0,4.0,2.5,2240,3712,2.0,0,0,3,2240,0,2014,0,Maple Valley,USA,1826
430000.0,3.0,1.0,1150,3000,1.0,0,0,5,1150,0,1906,0,Seattle,USA,1101
723243.75,4.0,2.75,3010,7215,2.0,0,0,3,3010,0,2014,0,Kirkland,USA,4470
450000.0,4.0,1.0,2000,4676,1.5,0,0,3,1250,750,1916,1986,Seattle,USA,1939
675000.0,5.0,2.25,2900,10300,1.0,0,0,3,1450,1450,1985,0,Bellevue,USA,3809
1636000.0,3.0,2.5,3110,6765,2.0,0,1,4,2550,560,1946,1989,Seattle,USA,4017
406000.0,4.0,1.0,1580,8475,1.5,0,2,4,1580,0,1928,0,Seattle,USA,3773
905000.0,4.0,3.5,2970,14486,2.0,0,0,3,2340,630,1997,0,Mercer Island,USA,2920
345000.0,3.0,1.5,1240,11200,1.0,0,0,4,1240,0,1954,1979,Bellevue,USA,1013
225000.0,3.0,1.0,990,8012,1.0,0,0,4,990,0,1966,0,Renton,USA,493
311000.0,3.0,1.75,1900,3000,1.5,0,0,5,1070,830,1903,0,Seattle,USA,2854
220600.0,3.0,2.5,1490,8102,2.0,0,0,4,1490,0,1990,0,Covington,USA,4599
